speaker,f1,f2,vowel
S3-2,1.3920657156775,0.5218985985689429,had
S3-2,0.7512214309343858,-0.438771399027162,hard
S3-2,0.14807386882321952,-0.9918176591111583,hod
S3-2,-0.4299425448666481,-1.6528291253470102,hoard
S3-2,-0.36083188670807703,-0.9455468564746485,hood
S3-2,-1.3220983138227482,-0.6767355268720687,whod
S3-2,1.4234796512041232,-0.1413162392210286,hud
S3-2,-0.00271302170457204,0.22664681031692904,heard
S3-3,-1.1972767804919076,1.7018926029521728,heed
S3-3,-0.5606920517503974,1.570585121426815,hid
S3-3,-0.0972136966140346,0.9365082040609414,head
S3-3,1.4607436658322932,0.4700210986419064,had
S3-3,1.16478760773317,-0.5096018227380671,hard
S3-3,-0.08046146691031066,-1.1160350597828126,hod
S3-3,-0.7840551144667167,-1.4460314936162781,hoard
S3-3,-1.1861086273560917,-0.8378705265514621,hood
S3-3,-0.8622321864174285,0.10547006440703091,whod
S3-3,1.5445048143509128,-0.6305429241430021,hud
S3-3,-0.30382452962663004,0.3905455177186634,heard
S3-3,-1.2084449336277236,1.5947733417078018,heed
S3-3,-0.5886124345899373,1.13865261640919,hid
S3-3,0.06472452385529695,1.0090728649039025,head
S3-3,1.3825665938815814,0.3542631872971829,had
S3-3,1.16478760773317,-0.5597059933201116,hard
S3-3,0.41652134763349996,-1.1471342001440816,hod
S3-3,-0.9459933349360483,-1.4754029039574765,hoard
S3-3,-0.7226302722197289,-0.9795443881972431,hood
S3-3,-0.8454799567137046,-0.10185753800142909,whod
S3-3,1.7566997239314164,-0.4111212115940486,hud
S3-3,-0.2088952279721943,0.2056784055711199,heard
S3-3,-1.2196130867635395,1.5101145707243475,heed
S3-3,-0.7561347316271768,1.3891734693194124,hid
S3-3,-0.22006338110801027,1.0971870959274979,head
S3-3,1.5445048143509128,0.3456245371968304,had
S3-3,1.443991436128569,-0.7411176454275141,hard
S3-3,0.5282028789916596,-1.0365594788595696,hod
S3-3,-0.5216035157750415,-1.3786500228335286,hoard
S3-3,-0.6500372768369251,-0.7687613257486421,hood
S3-3,-0.8789844161211524,-0.2970910302693956,whod
S3-3,1.4551595892643852,-0.4007548314736256,hud
S3-3,-0.14747038572520646,0.1123809844873129,heard
S3-3,-1.2196130867635395,1.784823643915557,heed
S3-3,-0.6053646642936612,1.6068674518482955,hid
S3-3,-0.3931697547131578,0.9278695539605889,head
S3-3,1.6450181925732565,0.4233723881000029,had
S3-3,1.7231952645239683,-0.7704890557687126,hard
S3-3,0.0032996816083091193,-1.1160350597828126,hod
S3-3,-0.6165328174294772,-1.3786500228335286,hoard
S3-3,-0.6332850471332011,-0.9363511376954806,hood
S3-3,-0.9906659474793121,-0.2435313996472101,whod
S3-3,1.4160710532890293,-0.5407009630993361,hud
S3-3,-0.27032007021918214,0.1486633149087934,heard
S3-4,-1.476669667777178,1.705194110253886,heed
S3-4,-0.8176530903291915,1.4878994081648567,hid
S3-4,0.6024812244530889,0.6187205998087398,head
S3-4,0.7324281552174806,0.14942440293590595,had
S3-4,0.3054596684201937,-0.5552743878667096,hard
S3-4,0.11053927227360615,-0.989863792044768,hod
S3-4,-0.5020676870442403,-1.2494102417622197,hoard
S3-4,0.11053927227360615,-0.7921859727832207,hood
S3-4,-1.3652865842648423,-0.1508648034232386,whod
S3-4,0.27761389754210974,-0.41342923511414886,hud
S3-4,0.7324281552174806,-0.07843323606022885,heard
S3-4,-1.4024142787689542,1.8530752269533641,heed
S3-4,-0.6691423123127439,1.3143654446909792,hid
S3-4,-0.12150881837709328,0.9446626529422837,head
S3-4,3.387058312261482,0.12377155616150666,had
S3-4,0.22192235578594188,-0.5432024599728746,hard
S3-4,0.11053927227360615,-0.989863792044768,hod
S3-4,-0.9104723265894713,-1.34447667392617,hoard
S3-4,-0.8176530903291915,-0.7876589998230326,hood
S3-4,-1.439541973273066,-0.3817404243928321,whod
S3-4,0.7324281552174806,-0.6095980633889669,hud
S3-4,1.048013558502432,-0.15388278539669734,heard
S3-4,-1.2724673480045625,2.559283008742709,heed
S3-4,-0.7526796249469957,1.3022935167971443,hid
S3-4,0.9551943222421521,0.8043264911764523,head
S3-4,1.3543170381613552,0.12377155616150666,had
S3-4,0.2497681266640258,-0.6307239372031781,hard
S3-4,0.11053927227360615,-0.989863792044768,hod
S3-4,-0.650578465060688,-1.3625845657669222,hoard
S3-4,0.027001959639354357,-0.5416934689861453,hood
S3-4,-1.485951591403206,-0.19764352401184904,whod
S3-4,1.3543170381613552,-0.45869896471603,hud
S3-4,0.2961777447941657,-0.08446920000714633,heard
S3-4,-1.2910311952566185,1.6991581463069685,heed
S3-4,-0.39996652715793257,1.5346781287534672,hid
S3-4,0.96447624586818,1.3370003094919198,head
S3-4,1.2058062601449075,0.12377155616150666,had
S3-4,0.6303269953311729,-0.49038777543734674,hard
S3-4,0.11053927227360615,-0.989863792044768,hod
S3-4,-0.1957642073853171,-1.2418652868285727,hoard
S3-4,-0.037971505742841485,-0.8374557023851017,hood
S3-4,-1.4116962023949822,-0.32590775788384546,whod
S3-4,0.8623750859818723,-0.4119202441274195,hud
S3-4,0.5282258354448651,-0.07843323606022885,heard
S3-5,-1.4631674466592617,1.2686418071886794,heed
S3-5,-0.15841693247290137,1.1973350327514107,hid
S3-5,0.39325610372670067,0.7824592542073018,head
S3-5,1.330224593779993,0.23145236082840712,had
S3-5,1.400278312662482,-0.8316668216908719,hard
S3-5,-0.4298750931425468,-1.566342679529398,hod
S3-5,-1.174195856268994,-1.7975494936138754,hoard
S3-5,-0.08836321359041222,-0.16829773828961447,hood
S3-5,-1.2705197197324165,0.9185903690420875,whod
S3-5,2.0307617826048845,-0.49890187431695127,hud
S3-5,0.6034172603741681,0.05858745310169508,heard
S3-5,-1.4106271574973948,1.5344216028184992,heed
S3-5,-0.7100899686725034,1.2319080142967531,hid
S3-5,0.13055465791736637,0.7586903293948788,head
S3-5,1.636709613890883,0.27682939910666904,had
S3-5,1.6629797584718164,-0.8187019536113685,hard
S3-5,0.8310918467422578,-0.9980492953778323,hod
S3-5,-0.6050093903487697,-1.6614183787790897,hoard
S3-5,-1.0340884185040156,-0.36493157082874944,hood
S3-5,-1.366843583195839,0.8602484626843222,whod
S3-5,0.5508769712123012,-0.5680478374076361,hud
S3-5,0.25314866596172236,0.11044692541970869,heard
S3-5,-1.0516018482246379,1.2448728823762565,heed
S3-5,-0.7713869726946814,1.2837674866147666,hid
S3-5,0.4457963928885675,0.9185903690420875,head
S3-5,1.6980066179130608,0.38054834374269625,had
S3-5,1.3740081680815486,-0.8467925011169593,hard
S3-5,-0.1496602176125902,-1.2119696186896385,hod
S3-5,-0.7976571172756148,-1.6506143220461702,hoard
S3-5,-0.1058766433110345,0.052105019061943376,hood
S3-5,-1.2792764345927277,1.0892944654222156,whod
S3-5,0.6296874049551014,-0.8251843876511202,hud
S3-5,0.2969322402632781,0.08667800060728578,heard
S3-5,-1.3405734386149057,1.3053756000806056,heed
S3-5,-0.5261989566059694,1.322662090853277,hid
S3-5,0.8836321359041246,0.8105498017128925,head
S3-5,1.0237395736691028,0.30491994661225974,had
S3-5,0.533363541491679,-1.0304614655765907,hard
S3-5,0.40201281858701177,-1.220612864075974,hod
S3-5,-0.7451168281137479,-1.6182021518474117,hoard
S3-5,-0.9465212699009042,-0.2828207396585612,hood
S3-5,-1.2179794305705496,0.6917051776507779,whod
S3-5,0.0780143687554995,-0.8467925011169593,hud
S3-5,0.45455310774887864,0.08667800060728578,heard
S4-1,-1.6455160162927553,1.4560301220495961,heed
S4-1,-0.38888633910228076,1.6336815997592673,hid
S4-1,0.900298511072403,0.5563113478425525,head
S4-1,2.0006633579386737,-0.05114209206793557,had
S4-1,0.7375226461513571,-0.893553937981537,hard
S4-1,0.02130884049875497,-1.1839090413349778,hod
S4-1,-0.7079270343475308,-1.701581626919073,hoard
S4-1,-0.38888633910228076,0.05774107168960475,hood
S4-1,-1.1897435945138268,0.8848710700582882,whod
S4-1,0.5096364352618927,-0.5306100587897359,hud
S4-1,0.4966143660682091,-0.041590937352361856,heard
S4-1,-1.4697180821780258,1.4980552027981207,heed
S4-1,-0.40190840829596447,0.9784723862709106,hid
S4-1,0.8091440267166173,0.6078875833066506,head
S4-1,2.1569281882628775,-0.11800017507695156,had
S4-1,0.5161474698587346,-0.9107460164695697,hard
S4-1,0.027819875095596806,-1.0043473326821921,hod
S4-1,-0.8121035878970002,-1.672928162772352,hoard
S4-1,-0.6102615153949033,0.42259518182452055,hood
S4-1,-1.300431182660138,0.8332948345941902,whod
S4-1,1.0044750646218725,-0.6815183032958005,hud
S4-1,0.3729047087282142,0.032908069429113104,heard
S4-1,-1.3460084248380308,1.6298611378730379,heed
S4-1,-0.584217377007536,0.9230756889205831,hid
S4-1,0.9263426494597704,0.9288063817499274,head
S4-1,1.297471621479755,-0.1695764105410496,had
S4-1,0.5291695390524183,-0.7846707742239967,hard
S4-1,0.07990815187033151,-1.2106522745385841,hod
S4-1,-0.74048220733174,-1.789452250302351,hoard
S4-1,-0.6818828959601635,0.2621357826028822,hood
S4-1,-1.3199642864506635,0.886781301001403,whod
S4-1,1.1477178257523928,-0.6070192965143256,hud
S4-1,0.04084194428928048,0.02335691471353939,heard
S4-1,-1.2092766983043524,1.7120010684269718,heed
S4-1,-0.47352978886122465,1.1045476285164837,hid
S4-1,0.21663987840401008,0.8409357583666491,head
S4-1,2.3522592261681328,-0.09507740375957464,had
S4-1,0.7896109229260918,-0.8438879334605537,hard
S4-1,0.07990815187033151,-1.279420588490715,hod
S4-1,-0.7665263457191074,-1.8314773310508756,hoard
S4-1,-0.5711953078138522,0.1723549282764893,hood
S4-1,-1.3199642864506635,0.5276578836958314,whod
S4-1,0.9133205802660866,-0.6203909131161288,hud
S4-1,0.0017757367082294575,0.04818991697403104,heard
S4-2,-1.1155871391833059,1.6504321533532758,heed
S4-2,-0.6004236486454823,1.4229613664913612,hid
S4-2,0.3308334304036604,0.7819073307896017,head
S4-2,2.840604281741775,0.11397038391325245,had
S4-2,1.0705553655348943,-0.7938448472902068,hard
S4-2,0.17892624729635348,-1.1309151950946803,hod
S4-2,-0.6004236486454823,-1.6499621723886855,hoard
S4-2,-0.3890745243222725,-0.4485028345089364,hood
S4-2,-1.0033079168866006,-0.001832925761904071,whod
S4-2,0.5289732344566695,-0.2396432938448148,hud
S4-2,0.13269362635065135,0.0043708229706936,heard
S4-2,-1.3335409236416158,1.7496921330748385,heed
S4-2,-0.7523308317527891,1.3898747065841734,hid
S4-2,-0.3296325831063698,0.8853031429995629,head
S4-2,2.28581283039335,-0.07834582679727535,had
S4-2,0.7337176986447789,-0.7793694335808122,hard
S4-2,0.17892624729635348,-1.1247114463620826,hod
S4-2,-0.5872143283752816,-1.4535101291897592,hoard
S4-2,-0.0456321972970568,-0.17553789027463887,hood
S4-2,-0.8514007337792937,0.2649282697397958,whod
S4-2,0.07985634526984894,-0.3678541009851667,hud
S4-2,0.2713914891877577,-0.03698750191329087,heard
S4-2,-1.1155871391833059,1.7331488031212448,heed
S4-2,-0.7985634526984913,1.5387646761665177,hid
S4-2,0.6874850776990767,1.2533922344670247,head
S4-2,1.9555798236383348,-0.008036674494501742,had
S4-2,0.7337176986447789,-0.8476106696393866,hard
S4-2,0.07325168513474864,-1.1267793626062819,hod
S4-2,-0.6532609297262846,-1.6230792612140954,hoard
S4-2,-0.23716734121496558,-0.45263866699733485,hood
S4-2,-1.3731688844522176,0.09329122147126022,whod
S4-2,0.5157639141864689,-0.05559874811108389,hud
S4-2,-0.2569813216202665,-0.05353083186688466,heard
S4-2,-1.3731688844522176,1.6669754833068695,heed
S4-2,-0.45512112567327556,1.3691955441421813,hid
S4-2,0.09306566554004954,1.1624039197222589,head
S4-2,2.51037127498676,-0.14865497910004896,had
S4-2,0.2912054695930586,-0.9241235706747579,hard
S4-2,-0.10507413851295953,-1.054402294059309,hod
S4-2,-0.6994935506719867,-1.6127396799930993,hoard
S4-2,-0.5145630668891783,-0.5353553167653038,hood
S4-2,-1.1948430608045095,-0.2127603826702249,whod
S4-2,0.845996920941484,-0.14451914661165052,hud
S4-2,0.04683304459434743,0.00023499048229515263,heard
S4-3,-1.20654262997986,1.7705656147343154,heed
S4-3,-0.6214508205129405,1.5841042012657591,hid
S4-3,0.3236974870874677,1.0263555872940258,head
S4-3,2.4185716580459484,0.3966394102291653,had
S4-3,0.18049319805710282,-0.7777403693359509,hard
S4-3,-0.29821828241583126,-1.0999587768210872,hod
S4-3,-0.8423945807312179,-1.546484793285261,hoard
S4-3,-0.4455141225613494,-0.4048175423988388,hood
S4-3,-0.9651411141858164,-0.2527042840429115,whod
S4-3,1.604352986130445,-0.40154628953096944,hud
S4-3,-0.27776052684006486,-0.35574874938079776,heard
S4-3,-1.0633383409494952,1.651164885057082,heed
S4-3,-0.4864296337128823,1.4712459773242648,hid
S4-3,0.7819512119846354,1.080331259613871,head
S4-3,2.00941654653062,0.1774654680819152,had
S4-3,0.23368336255409547,-0.7744691164680816,hard
S4-3,-0.16319709561577295,-1.068881874576328,hod
S4-3,-0.6664578827796267,-1.4663390980224607,hoard
S4-3,-0.43323946921588957,-0.5225826456421374,hood
S4-3,-1.0551552387191885,0.09404851995124539,whod
S4-3,1.125641505657511,-0.4555219618508146,hud
S4-3,-0.4168732647552765,-0.40154628953096944,heard
S4-3,-1.1942679766344002,1.5775616955300205,heed
S4-3,-0.4455141225613494,1.4565253394188524,hid
S4-3,0.7778596608694821,1.1801044720838878,head
S4-3,2.385839249124722,0.4162669274363818,had
S4-3,-0.3064013846461378,-0.7908253808074286,hard
S4-3,-0.08954917554301385,-0.94784551846516,hod
S4-3,-0.6091761671674808,-1.3992784142311379,hoard
S4-3,-0.34322534468251736,-0.35574874938079776,hood
S4-3,-1.1451693632525608,0.19545735885519694,whod
S4-3,1.125641505657511,-0.5929145823013297,hud
S4-3,-0.2695774246097583,-0.3066799563627567,heard
S4-3,-0.961049563070663,1.618452356378388,heed
S4-3,-0.67054943389478,1.590646707001498,hid
S4-3,0.7205779452573361,0.7859185015056245,head
S4-3,2.443120964736868,0.36883376085227537,had
S4-3,0.16412699359648966,-0.7859185015056245,hard
S4-3,-0.13864778892485324,-1.0770600067460014,hod
S4-3,-0.5682606560159479,-1.46961035089033,hoard
S4-3,-0.3841408558340502,-0.48332761122770457,hood
S4-3,-1.018331278682809,0.1741942152140458,whod
S4-3,0.8515075809422412,-0.5651089329244396,hud
S4-3,-0.06090831773694087,-0.3132224620984955,heard
S4-4,-0.9278851996415787,1.427856732601222,heed
S4-4,-0.6671571270150194,1.5154283141766471,hid
S4-4,0.2121610787059257,0.7710698707855325,head
S4-4,2.487141320251394,0.06358367226828107,had
S4-4,0.27862117564995065,-0.687688317036683,hard
S4-4,-0.12525172116373928,-1.180854592224604,hod
S4-4,-0.4626645210334043,-1.5864492858371002,hoard
S4-4,-0.6313709209682368,-0.5885941589381755,hood
S4-4,-0.917660569342498,0.2387268354191316,whod
S4-4,0.1201394060141989,-0.27287556220572123,hud
S4-4,-0.07924088481787588,-0.019378878697911283,heard
S4-4,-0.9483344602397402,1.5062102529581813,heed
S4-4,-0.6876063876131809,1.4555109162566193,hid
S4-4,-0.16615024236006232,1.4808605846074003,head
S4-4,2.926800423111867,0.2686855343791455,had
S4-4,0.7336172239590444,-0.5770715824150932,hard
S4-4,-0.13036403631327967,-1.291471326846194,hod
S4-4,-0.7233925936599636,-1.7800285714248822,hoard
S4-4,-0.5444615634260503,-0.5586354599781616,hood
S4-4,-1.2652979995112437,-0.23369880202724153,whod
S4-4,0.7336172239590444,-0.5425038528458463,hud
S4-4,-0.1405886666123604,-0.15995431227951498,heard
S4-4,-0.8563127875480134,1.4762515539981675,heed
S4-4,-0.5240123028278888,1.3541122428534953,hid
S4-4,0.2377226544536276,0.8102466309640122,head
S4-4,2.4513551142046115,-0.11616852149180236,had
S4-4,0.8205265815012308,-0.636988980335121,hard
S4-4,-0.11502709086465852,-1.19007265344307,hod
S4-4,-0.12525172116373928,-1.860686607086458,hoard
S4-4,-0.5495738785755907,-0.4364961488334895,hood
S4-4,-1.0965915995764113,0.6051447688531478,whod
S4-4,0.5649108240242119,-0.31205232238420094,hud
S4-4,-0.23261033930408723,0.010579820262102621,heard
S4-4,-1.0608053935296287,1.6191315028843876,heed
S4-4,-0.7233925936599636,1.5062102529581813,hid
S4-4,0.19682413325730458,0.8839911207117388,head
S4-4,2.7223078171302517,0.12350107018830887,had
S4-4,0.43710294528570237,-0.6024212507658742,hard
S4-4,-0.22238570900500648,-1.0402791586430005,hod
S4-4,-0.03834236362155284,-1.5864492858371002,hoard
S4-4,-0.6109216603700752,-0.14151818984258335,hood
S4-4,-0.8869866784452557,0.5682725239792845,whod
S4-4,0.4882260967811062,-0.28670265403342,hud
S4-4,0.0485669939206336,0.0036662743482532593,heard
S4-5,-1.5115587808491797,1.98033240912883,heed
S4-5,-0.6097114744160724,1.4228014143406065,hid
S4-5,0.8120242792549438,0.642952764309727,head
S4-5,1.363742631425786,-0.20289643962131598,had
S4-5,0.7377545010780997,-0.7882171413148714,hard
S4-5,-0.047383153934252555,-1.0661142103681915,hod
S4-5,-0.8484357614130714,-1.2797475822029314,hoard
S4-5,-0.4028170923520066,-0.376582107779641,hood
S4-5,-1.0447201751661594,0.7384798817968058,whod
S4-5,0.7483644693890774,-0.5467940625747996,hud
S4-5,0.042801576709058174,-0.21852814975556523,heard
S4-5,-1.384239161117447,1.9942272625814959,heed
S4-5,-0.3975121081965177,1.3272742968535278,hid
S4-5,1.1037984078068315,0.7297955983888895,head
S4-5,1.6449067916666957,-0.027473914781407673,had
S4-5,0.9022090098982545,-0.8073225648122871,hard
S4-5,-0.6309314110380279,-1.1130093407709392,hod
S4-5,-0.583186553638628,-1.6531717687433303,hoard
S4-5,-0.7211161416813385,-0.46689865522197005,hood
S4-5,-1.4744238917607575,0.2921077146299104,whod
S4-5,0.7961093267884772,-0.5850049095696311,hud
S4-5,-0.15878782119951876,-0.22200186311873174,heard
S4-5,-1.299359414629625,1.9716481257209137,heed
S4-5,-0.7423360783032941,1.3654851438483593,hid
S4-5,0.9287339306756989,0.8183752891496353,head
S4-5,2.1329653339716717,-0.04136876823407368,had
S4-5,1.236423011694053,-0.7361114408673739,hard
S4-5,-0.227752615220874,-1.1060619140446062,hod
S4-5,-0.44525696559591754,-1.2832212955660978,hoard
S4-5,-0.5937965219496057,-0.6371106100171287,hood
S4-5,-1.384239161117447,0.497056803056734,whod
S4-5,1.3531326631148082,-0.5450572058932164,hud
S4-5,0.021581640087102706,-0.30884469719789426,heard
S4-5,-1.4638139234497798,1.945595275497165,heed
S4-5,-0.6044064902605836,1.2143786125506164,hid
S4-5,0.764279421855544,1.0042189540790432,head
S4-5,1.8093613004868507,-0.060474191731489435,had
S4-5,0.9287339306756989,-0.6979005938725423,hard
S4-5,0.021581640087102706,-0.9949030864232782,hod
S4-5,-0.3975121081965177,-1.1494833310841874,hoard
S4-5,-0.4028170923520066,-0.42868780822713853,hood
S4-5,-1.2038696998308254,0.23479144413766315,whod
S4-5,1.1409332968952535,-0.5589520593458823,hud
S4-5,0.09054643410845797,-0.27758127692939577,heard
