speaker,f1,f2,vowel
S1-4,-1.256437508822776,1.7882906288061018,heed
S1-4,-0.540180015382382,1.22399870946181,hid
S1-4,0.20236215671637492,0.9990576007197557,head
S1-4,1.1946087760695812,0.7993254093367246,had
S1-4,1.5888789559450271,-0.5464429481372909,hard
S1-4,0.9317619894859503,-0.9691771007732208,hod
S1-4,-0.39561428276138505,-1.4908077753560884,hoard
S1-4,-0.6584610693450158,-0.6123739627685827,hood
S1-4,-1.4929996167480435,-0.9381507409467306,whod
S1-4,1.1486105884174458,-0.5154165883108006,hud
S1-4,-0.6124628816928804,-0.12370879550136098,heard
S1-5,-1.3995186912673878,1.6298993072191486,heed
S1-5,-0.8088015994931775,1.3253864951066203,hid
S1-5,-0.06010202968632954,1.1516460562939508,head
S1-5,1.409821896356473,0.3912981143933436,had
S1-5,1.1831513843966015,-0.5072949078528285,hard
S1-5,0.04979882459724448,-1.0434616383822493,hod
S1-5,-0.6096063011041997,-1.2601701427077296,hoard
S1-5,-0.7744575825295607,-0.7258715889397352,hood
S1-5,-1.4888131353727918,-0.8753257298538596,whod
S1-5,1.1625449742184315,-0.22333204011599245,hud
S1-5,0.22838771280805226,0.013926408585179838,heard
S1-5,-1.2827490335910905,1.756935326996154,heed
S1-5,-0.67142553163871,1.2730775457866768,hid
S1-5,-0.03262681611543604,1.050764511176917,head
S1-5,1.3273962556437924,0.44547524047471365,had
S1-5,1.2381018115383886,-0.5185039684213879,hard
S1-5,0.07727403816813798,-0.9836799820165997,hod
S1-5,-0.6027374977114762,-1.3778652786776024,hoard
S1-5,-0.6027374977114762,-0.7165307051326025,hood
S1-5,-1.1522417691293463,-0.522240321944241,whod
S1-5,1.2793146318947288,-0.2289365704002721,hud
S1-5,0.5993030960151146,0.02139911563088605,heard
S1-5,-1.3857810844819411,1.9007849376259986,heed
S1-5,-0.6027374977114762,1.3104410810152078,hid
S1-5,0.015454807633627598,1.0488963344154905,head
S1-5,1.629623604923621,0.4959160130332306,had
S1-5,1.3411338624292393,-0.5353175592742269,hard
S1-5,0.17343728566626526,-0.9593936841180545,hod
S1-5,-0.43101741289339185,-1.2881927941291278,hoard
S1-5,-0.7813263859222841,-0.8136758967267833,hood
S1-5,-1.3033554437692607,-0.819280427011063,whod
S1-5,1.46477232349826,-0.11871414147610544,hud
S1-5,0.8122360011895392,-0.10376872738469302,heard
S1-5,-1.4476003150164516,1.9269394122859704,heed
S1-5,-0.6645567282459867,1.2506594246495581,hid
S1-5,0.1596996788808185,1.2207685964667332,head
S1-5,1.3892154861783028,0.38195723058621084,had
S1-5,1.1900201877893248,-0.6997171142797636,hard
S1-5,0.2489941229862224,-1.0789569968493538,hod
S1-5,-0.42414860950066846,-1.4357787582818256,hoard
S1-5,-0.9736528809185386,-0.6100446297312889,hood
S1-5,-1.255273820020197,-0.9425800932652155,whod
S1-5,1.4510347167128133,-0.23454110068455175,hud
S1-5,0.3245509603061795,0.02700364591516571,heard
S2-1,-1.0572979861074703,1.919516431619427,heed
S2-1,-0.9106928775326416,1.2900532370068836,hid
S2-1,0.03041733557674233,0.9363203178442151,head
S2-1,1.2647377658357835,0.25969273400998255,had
S2-1,1.5011976183758298,-0.5801961971300971,hard
S2-1,0.299981567472395,-0.9575113109036101,hod
S2-1,-0.8775884981770351,-1.0953764486285475,hoard
S2-1,-1.010006015599461,-0.9502552510233502,hood
S2-1,-1.0383811979042665,-0.9756514606042598,whod
S2-1,1.1370494454641586,-0.1847409336559343,hud
S2-1,0.38983631143761255,-0.18655494862599925,heard
S2-1,-0.9579848480406509,1.9866349855118308,heed
S2-1,-0.7640877689578129,1.4025221651509114,hid
S2-1,-0.2722512756745168,0.8764578238320712,head
S2-1,1.2694669628865844,0.34132340766290603,had
S2-1,1.2931129481405892,-0.5511719576090576,hard
S2-1,0.14864726184676544,-0.9375571462328954,hod
S2-1,-1.2133614887839008,-1.2132874216827705,hoard
S2-1,-0.887046892278637,-0.9901635803647795,hood
S2-1,-0.9769016362438545,-0.8903927570112063,whod
S2-1,1.0661114897021446,-0.24641744263814316,hud
S2-1,0.3188983556755987,0.3014150783214768,heard
S2-1,-1.1613403212250906,2.2224569316202767,heed
S2-1,-0.7782753601102157,1.2936812669470135,hid
S2-1,-0.1114585759472854,0.8347354795205769,head
S2-1,1.2316333864801772,0.39937188670498497,had
S2-1,1.8795333824399036,-0.5203337031179531,hard
S2-1,0.4371282819456218,-0.9375571462328954,hod
S2-1,-0.636399448586188,-1.2622658258745245,hoard
S2-1,-0.7830045571610166,-0.7851798887474383,hood
S2-1,-0.9106928775326416,-0.9756514606042598,whod
S2-1,1.2174457953277742,-0.2772556971292476,hud
S2-1,0.46077426719962644,-0.09404018515268596,heard
S2-1,-0.9910892273962573,1.8487698477868932,heed
S2-1,-1.010006015599461,1.382568000480197,hid
S2-1,-0.04997901428687338,0.7349646561670038,head
S2-1,1.364050903902603,0.39392984179479007,had
S2-1,1.931554549998714,-0.6110344516212015,hard
S2-1,0.2432312028627839,-0.9157889665921158,hod
S2-1,-0.9059636804818406,-1.1461688677903665,hoard
S2-1,-0.7215249955006046,-0.4024227300637303,hood
S2-1,-1.2228198828855026,-0.5384738528186028,whod
S2-1,1.4586348449186215,-0.2772556971292476,hud
S2-1,0.30471076452319595,0.07829123700348586,heard
S2-2,-1.604371579424822,1.8474484414124726,heed
S2-2,-0.45093221490488156,1.0157863210901725,hid
S2-2,0.47926082099829614,0.8420061765452143,head
S2-2,0.8048283835644083,0.4241063051394814,had
S2-2,0.7955264532053765,-0.5461661685698688,hard
S2-2,0.6373936371018364,-0.8937264576597852,hod
S2-2,-0.3579129113145638,-1.5805717908612869,hoard
S2-2,-0.6090650310084218,-0.7199463131148269,hood
S2-2,-1.8555236991186799,-0.47582658625405233,whod
S2-2,0.6373936371018364,-0.26894546179576867,hud
S2-2,0.47926082099829614,-0.024825734934994032,heard
S2-2,-1.353219459730964,1.8536548751462212,heed
S2-2,-0.7671978471119619,1.2930070278642725,hid
S2-2,0.47926082099829614,0.8068363853873061,head
S2-2,2.404760405317874,0.3392850441115851,had
S2-2,0.47926082099829614,-0.6847765219569187,hard
S2-2,0.6373936371018364,-0.8233868753439688,hod
S2-2,-0.7299901256758349,-1.628154449486692,hoard
S2-2,-0.45093221490488156,-0.7551161042727352,hood
S2-2,-1.4276349026032182,-0.19860587947995226,whod
S2-2,0.6373936371018364,-0.3041152529536769,hud
S2-2,0.6373936371018364,0.04344503613623956,heard
S2-2,-1.59506964906579,1.9798523610657741,heed
S2-2,-0.6090650310084218,1.2930070278642725,hid
S2-2,0.47926082099829614,1.2578372367063644,head
S2-2,1.6792098373133955,0.41583106016115007,had
S2-2,0.6373936371018364,-0.6847765219569187,hard
S2-2,0.6373936371018364,-0.8937264576597852,hod
S2-2,-0.6183669613674535,-1.5164386422792189,hoard
S2-2,-0.45093221490488156,-0.7882170841860605,hood
S2-2,-1.5857677187067583,-0.4220374938948986,whod
S2-2,0.6373936371018364,-0.26894546179576867,hud
S2-2,0.6373936371018364,0.008275244978331344,heard
S2-2,-1.4834464847574087,1.9177880237282892,heed
S2-2,-0.45093221490488156,1.2930070278642725,hid
S2-2,0.05137202448283439,1.021992754823921,head
S2-2,1.8559465141349991,0.29584000797534554,had
S2-2,0.6373936371018364,-0.5461661685698688,hard
S2-2,0.6373936371018364,-0.8937264576597852,hod
S2-2,-0.4788380059819769,-1.601259903307115,hoard
S2-2,-0.45093221490488156,-0.8937264576597852,hood
S2-2,-1.2602001561406462,-0.239982104371609,whod
S2-2,1.2606229711569654,-0.3041152529536769,hud
S2-2,0.3304299352537877,0.008275244978331344,heard
S2-3,-1.3892872930369302,2.0917154979451054,heed
S2-3,-0.6125404046964229,1.0180859315401272,hid
S2-3,0.02358851247899254,1.0251492839506862,head
S2-3,1.5235135382399723,0.5059928817745949,had
S2-3,0.9677377474446092,-0.7089037328415645,hard
S2-3,0.6731096173844168,-0.705372056636285,hod
S2-3,-0.37817711942126986,-1.2933961448153273,hoard
S2-3,-0.6661091556164579,-0.8890192193108207,hood
S2-3,-1.1214435384367554,-0.5623391703224639,whod
S2-3,1.5837783830250116,-0.07320201589124857,hud
S2-3,-0.03667633230604682,-0.11381629225196321,heard
S2-3,-1.637042766042092,1.9239608781943274,heed
S2-3,-0.9071685347566154,1.441887076173671,hid
S2-3,-0.17059820960613428,0.9050722929711821,head
S2-3,1.054786967689666,0.5995823012145025,had
S2-3,1.7846611989751426,-0.6594602659676511,hard
S2-3,0.3583932057292112,-0.9985011816744862,hod
S2-3,-0.6058443108314185,-1.4275998406159496,hoard
S2-3,-0.398265401016283,-0.7830689331524348,hood
S2-3,-0.9808255672716635,-0.6400360468386136,whod
S2-3,1.2556697836397972,-0.2250640927182685,hud
S2-3,0.20438304683411063,-0.07320201589124857,heard
S2-3,-1.4830326071469915,2.070525440713428,heed
S2-3,-0.8335115022415672,1.0534026935929224,hid
S2-3,-0.07685289549607306,0.9863008456926113,head
S2-3,0.9677377474446092,0.4512519005927621,had
S2-3,0.4856189891642943,-0.5817633894515013,hard
S2-3,1.1351400940697185,-0.7971956379735529,hod
S2-3,-0.9004724408916109,-1.5247209362611367,hoard
S2-3,-0.49870680899134856,-0.7247962757653225,hood
S2-3,-1.0879630691117335,-0.8289807238210687,whod
S2-3,0.6396291480593949,-0.15089889240739832,hud
S2-3,0.23786351615913248,-0.10675293984140415,heard
S2-3,-1.7173958924221446,1.8833466018336127,heed
S2-3,-0.9540411918116459,1.0657635603114008,hid
S2-3,0.030284606343996913,0.8556288260972686,head
S2-3,1.108355718609701,0.4512519005927621,had
S2-3,1.4900330689149504,-0.5376174368855072,hard
S2-3,0.31821664253918497,-0.8837217050029014,hod
S2-3,-0.1170294586860993,-1.42230232630803,hoard
S2-3,-0.39156930715127863,-0.9225701432609763,hood
S2-3,-0.9071685347566154,-0.5270224082696686,whod
S2-3,2.2466916756604447,-0.11734796845724274,hud
S2-3,-0.2174708666611649,-0.05024612055693161,heard
S2-4,-1.0610408260373019,1.5973754630644226,heed
S2-4,-0.7884672502275247,1.5973754630644226,hid
S2-4,0.27154110014383115,1.4211079783162375,head
S2-4,1.066547362922348,0.37377107864740944,had
S2-4,0.6425440227738057,-0.7368852087464949,hard
S2-4,0.08982538293731303,-1.0415028037482128,hod
S2-4,-0.561322603719377,-1.3683677511938765,hoard
S2-4,-0.4931792097669327,-0.8652353190000277,hood
S2-4,-1.1291842199897462,-0.2919381598675809,whod
S2-4,1.4072643326845695,-0.4065975916940703,hud
S2-4,0.21854068262526338,-0.02839260014699349,heard
S2-4,-0.947468502783228,1.5494580885697704,heed
S2-4,-0.826324691312216,1.465602683204129,hid
S2-4,0.2639696119268929,1.1832324406463566,head
S2-4,0.5819721170382997,0.46276048842319223,had
S2-4,1.0286899218376568,-0.7796685788310058,hard
S2-4,-0.14489075178777291,-1.0791521694225825,hod
S2-4,-0.6900379034073274,-1.3871924340310613,hoard
S2-4,-0.3644639100789823,-0.8652353190000277,hood
S2-4,-1.507758630836659,-0.43569028335153775,whod
S2-4,1.5359796323725199,-0.4065975916940703,hud
S2-4,0.6955444402923735,-0.09000065306868926,heard
S2-4,-1.1746131492913758,1.54774675376639,heed
S2-4,-0.6976093916242656,1.4296646523331398,hid
S2-4,0.6955444402923735,1.1746757666294545,head
S2-4,1.1574052215256072,0.46618315802995314,had
S2-4,1.0286899218376568,-0.5794424068354945,hard
S2-4,0.4608283055672876,-1.1784095880186478,hod
S2-4,-0.561322603719377,-1.2913576850417567,hoard
S2-4,-0.4931792097669327,-0.7505758871735384,hood
S2-4,-1.3790433311487087,-0.3501235431825159,whod
S2-4,2.043269342907383,-0.4065975916940703,hud
S2-4,0.5214002113027936,-0.15332004079376546,heard
S2-4,-2.567766981208015,1.6624061855928793,heed
S2-4,-0.8868965970477221,1.2944692028660851,hid
S2-4,0.27154110014383115,1.285912528849183,head
S2-4,1.119547780440916,0.4028637703048769,had
S2-4,1.2861205212135576,-0.608535098492962,hard
S2-4,0.5214002113027936,-0.8378539621459407,hod
S2-4,-0.5991800448040683,-1.3358523899296482,hoard
S2-4,-0.3644639100789823,-0.7505758871735384,hood
S2-4,-1.3790433311487087,-0.2919381598675809,whod
S2-4,1.4072643326845695,-0.4065975916940703,hud
S2-4,0.3018270530115842,-0.1909694064681351,heard
S2-5,-1.2638402463052538,1.6626630979956971,heed
S2-5,-0.7748452062215032,1.2842465579868814,hid
S2-5,0.20883086278418114,0.9662156360645788,head
S2-5,1.7781637821227296,0.1510097918966514,had
S2-5,0.9707533671007228,-0.7185431085491378,hard
S2-5,0.39078250560604183,-0.8795714234465063,hod
S2-5,-0.8032751504124189,-1.6404302113365719,hoard
S2-5,-0.5872075745614593,-0.40051218662683535,hood
S2-5,-1.0250287151015616,0.12081698285339482,whod
S2-5,0.5727341484279025,-0.36226796183871035,hud
S2-5,0.21451685162236428,-0.15695686034456566,heard
S2-5,-1.1330625030270414,1.6344831428886577,heed
S2-5,-0.843077072279701,1.3285293445836577,hid
S2-5,0.5613621707515363,1.1675010296862893,head
S2-5,2.2046129449864655,0.3180766686026711,had
S2-5,0.41921244979695754,-0.5474505239706839,hard
S2-5,0.09511108602051821,-1.1291653115374272,hod
S2-5,-0.5872075745614593,-1.6504944810176574,hoard
S2-5,-0.5815215857232763,-0.3280494449230196,hood
S2-5,-1.1671784360561404,-0.3079209055608485,whod
S2-5,0.669395958677016,-0.32603659098680243,hud
S2-5,0.27137674000419576,-0.014044230873151205,heard
S2-5,-1.343444090039818,1.7713572105514208,heed
S2-5,-0.8032751504124189,1.4855319516085919,hid
S2-5,0.4874443158551553,0.9018043101056314,head
S2-5,2.250100855691931,0.25567819657994084,had
S2-5,1.3517146192589935,-0.5192705688636445,hard
S2-5,0.27706272884237887,-0.9943040978108812,hod
S2-5,-0.6611254294578403,-1.7732785711269008,hoard
S2-5,-0.5644636192087268,-0.4689492204582169,hood
S2-5,-1.1387484918652246,-0.412589310244138,whod
S2-5,1.0503572108352868,-0.39648647875440113,hud
S2-5,0.04962317531505303,-0.2173424784310788,heard
S2-5,-1.3320721123634516,1.7431772554443814,heed
S2-5,-0.8715070164706167,1.4593648504377694,hid
S2-5,0.18608690743144854,1.239963771390105,head
S2-5,2.528714308762905,0.35229518551836186,had
S2-5,0.38509651676785867,-0.5756304790777235,hard
S2-5,0.07805311950596877,-1.0748182552595655,hod
S2-5,-0.5587776303705436,-1.6384173574003549,hoard
S2-5,-0.6668114182960234,-0.6078361420571972,hood
S2-5,-1.07620261464521,-0.221368186303513,whod
S2-5,0.476072338178789,-0.4045378944992695,hud
S2-5,0.30549267303329464,-0.07644270289588145,heard
S3-1,-1.2148166019470938,1.7785954625200742,heed
S3-1,-0.6805401500230652,1.4360571167083447,hid
S3-1,0.48515392690208814,0.9242182091735762,head
S3-1,2.2154810723378624,0.44190846938119827,had
S3-1,0.6976502430082359,-0.5679890674085564,hard
S3-1,0.16337379108420724,-0.8908413013920257,hod
S3-1,-0.29197545771468075,-1.3888999306470118,hoard
S3-1,-0.6683975033884282,-1.1605410334391921,hood
S3-1,-1.2816011584375975,-0.3101010024583461,whod
S3-1,0.6065803932484582,-0.31994405837247625,hud
S3-1,0.23622967089202934,-0.09355377234748254,heard
S3-1,-1.3787423315146936,1.9085238005865923,heed
S3-1,-0.6866114733403837,1.392747670686172,hid
S3-1,0.819076709354606,1.0108371012179216,head
S3-1,2.1547678391646774,0.3198545760459843,had
S3-1,0.7158642129601914,-0.6191729581620332,hard
S3-1,0.21801570094007383,-0.9361193585970244,hod
S3-1,-0.46804383391691745,-1.2314110360209292,hoard
S3-1,-0.6683975033884282,-1.0463615848352823,hood
S3-1,-1.2148166019470938,-0.36719072676030107,whod
S3-1,0.6794362730562804,-0.3947512833198655,hud
S3-1,0.4730112802674511,-0.08371071643335239,heard
S3-1,-1.3544570382454195,1.8140304638109428,heed
S3-1,-0.868751172859939,1.4773979515476914,hid
S3-1,0.24837231752666636,1.0206801571320518,head
S3-1,1.347281837961316,0.5206529166942395,had
S3-1,0.8130053860372876,-0.5778321233226865,hard
S3-1,0.3151568740171699,-0.9577740816081107,hod
S3-1,-0.2980467810319993,-1.2432227031178855,hoard
S3-1,-0.8505372029079834,-0.9184018579515901,hood
S3-1,-1.324100421658827,-0.3849082274057353,whod
S3-1,0.6855075963735988,-0.30025794654421595,hud
S3-1,-0.036979878387303475,-0.08371071643335239,heard
S3-1,-1.4030276247839675,1.8691515769300717,heed
S3-1,-0.893036466129213,1.392747670686172,hid
S3-1,0.5944377466138212,0.8710657072372733,head
S3-1,2.531189884838425,0.41631652400445984,had
S3-1,0.6430083331523693,-0.6014554575165989,hard
S3-1,0.2969429040652144,-1.04242436246963,hod
S3-1,-0.4073306007437324,-1.3022810386026664,hoard
S3-1,-0.8262519096387094,-0.8809982454778955,hood
S3-1,-1.3483857149281009,-0.37309656030877913,whod
S3-1,0.72193553627751,-0.35734767084617086,hud
S3-1,0.5033678968540436,-0.16048655256356764,heard
S3-2,-1.6362376690889806,1.9805305673960565,heed
S3-2,-0.593295009605089,1.1718932070341974,hid
S3-2,0.587868966195945,1.1432493768306438,head
S3-2,0.587868966195945,0.6122368322878428,had
S3-2,0.6695451985651654,-0.45860174301423756,hard
S3-2,0.23603288829776461,-0.9433434849205291,hod
S3-2,-0.4048113964453495,-1.5140167174374812,hoard
S3-2,-0.6749712419743095,-0.9896142875570387,hood
S3-2,-1.3346638880333976,-0.8728355951887049,whod
S3-2,1.7815985162076282,-0.26029830314348196,hud
S3-2,0.28001239803503714,0.050377085987368495,heard
S3-2,-1.4791679914558644,1.777820384417062,heed
S3-2,-0.593295009605089,1.1983336656836316,hid
S3-2,0.2988607593510111,0.8281672445915544,head
S3-2,1.7187706451543816,0.5329154563395405,had
S3-2,1.4548935867307464,-0.31758596355058916,hard
S3-2,0.3868197788255562,-0.9984277737735168,hod
S3-2,-0.3922458222347002,-1.6528291253470102,hoard
S3-2,-0.49905320302521927,-0.9830041728946802,hood
S3-2,-1.523147501193137,-0.09504543658451896,whod
S3-2,1.7627501548916542,-0.05979149171860684,hud
S3-2,0.28001239803503714,0.2773243560616777,heard
S3-2,-1.5545614367197602,1.5949405454251429,heed
S3-2,-0.3671146738134017,1.209350523454229,hid
S3-2,0.3239919077723097,0.9118953636480956,head
S3-2,1.2538443993603576,0.4602041950535968,had
S3-2,1.247561612255033,-0.5291096327460618,hard
S3-2,0.16692223013919347,-0.8882591960675414,hod
S3-2,-0.7754958356595039,-1.4567290570303741,hoard
S3-2,-0.4236597577613235,-0.9741906866782022,hood
S3-2,-1.3409466751387222,-0.604024265586125,whod
S3-2,1.1281886572538646,-0.11487578057159452,hud
S3-2,0.016135339611401907,0.2442737827498851,heard
S3-2,-1.6425204561943054,1.6456180911698914,heed
S3-2,-0.6184261580263876,1.2710449269695752,hid
S3-2,0.07268042355932375,0.9008785058774981,head
